domain,avg_d2,med_d2,sd_d2,min_d2,max_d2,delta_min_d2,delta_max_d2,avg_d5,med_d5,sd_d5,min_d5,max_d5,delta_min_d5,delta_max_d5,frac_d2,frac_d5,description,act_avg_d2,act_med_d2,act_sd_d2,act_min_d2,act_max_d2,act_delta_min_d2,act_delta_max_d2,rep_avg_d5,rep_med_d5,rep_sd_d5,rep_min_d5,rep_max_d5,rep_delta_min_d5,rep_delta_max_d5,is_activator,is_repressor,baseline_type,prior_type,gene
Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,-1.1034779136203872,-1.0286425986712835,0.7451927955701518,-3.4527932822069505,0.27038640535069314,2.424150683535667,3.7231796875576437,1.272922740395558,1.362517770280736,0.6942154887027084,-0.41483429969125474,2.4499570568159146,1.777352069971991,2.8647913565071694,0.043478260869565216,0.16666666666666666,Activator,0.27038640535069314,0.27038640535069314,NA,0.27038640535069314,0.27038640535069314,0,0,-0.41483429969125474,-0.41483429969125474,NA,-0.41483429969125474,-0.41483429969125474,0,0,FALSE,FALSE,Non-hit,Activator,
Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41,-1.3398933833644122,-1.3885398735657148,0.6150418180204889,-2.184549112299121,-0.15406027976186146,0.7960092387334063,2.0304888325372596,2.3474761437484974,2.3544437896261163,0.8099727426967493,-0.04634671931471934,3.6608034593821737,2.400790508940836,3.7071501786968932,0,0.08333333333333333,Activator,NA,NA,NA,Inf,-Inf,NA,-Inf,-0.04634671931471934,-0.04634671931471934,NA,-0.04634671931471934,-0.04634671931471934,0,0,FALSE,FALSE,Non-hit,Activator,
Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,-1.3579832823737865,-1.2778373810537136,0.43805280435523647,-2.667302841779626,-0.8218951305287977,1.3894654607259123,1.8454077112508283,1.1337873117052202,1.2167787360395925,0.7847974317034305,-0.25577702358359555,2.324192145984237,1.4725557596231882,2.579969169567833,0,0.3333333333333333,Activator,NA,NA,NA,Inf,-Inf,NA,-Inf,-0.1404535052155721,-0.12338659666152547,0.08277506315237466,-0.25577702358359555,-0.05926380395564187,0.1323904269220701,0.19651321962795368,FALSE,TRUE,Repressor,Activator,
Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,-0.8911436429598795,-0.950135153926807,0.9477595071523459,-3.5651317568178893,0.7937962145908909,2.6149966028910825,4.3589279714087805,1.0179395622249514,1.0009296546174176,0.5796538633096551,0.04108440354406811,1.9310717751399356,0.9598452510733495,1.8899873715958675,0.20833333333333334,0.375,Activator,0.30136460054926184,0.16974104966340306,0.33527698410492957,0.07218008827935046,0.7937962145908909,0.0975609613840526,0.7216161263115404,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,NA,Non-hit,Activator,
Short_nuclear_domain;ITCH_HUMAN;WW;302;29,-1.2000879137767242,-1.2038166117293108,0.9108118199920291,-3.608321118385773,1.1100315054502894,2.404504506656462,4.718352623836062,1.8264270213664575,1.8400432750418296,0.5050202667963951,1.105734739081368,2.725848757343474,0.7343085359604615,1.620114018262106,0.08333333333333333,0,Activator,0.8712232606297161,0.8712232606297161,0.3377258586317691,0.6324150158091428,1.1100315054502894,0.23880824482057328,0.47761648964114656,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Activator,
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,-0.6629532197073206,-0.8392562757513198,1.1039351035263065,-2.1341676238316625,2.294910862535806,1.2949113480803427,4.429078486367469,1.1325407309725835,1.379402066403864,0.8841024414624447,-0.6188478411632176,2.891020943163591,1.9982499075670814,3.5098687843268084,0.21739130434782608,0.25,Activator,0.9549917746270551,0.4573064168780464,0.9011964369684589,0.18196949020687023,2.294910862535806,0.27533692667117615,2.112941372328936,-0.40075250341415203,-0.4357593445115766,0.21127126783045766,-0.6188478411632176,-0.11264348347023724,0.18308849665164095,0.5062043576929803,TRUE,TRUE,Dual,Activator,
Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,-1.377919867084997,-1.2177891665500904,0.5621929978103065,-2.697022290864237,-0.3133185501408172,1.4792331243141468,2.38370374072342,2.5115444471079345,2.5334631746425087,0.3830500138438004,1.6165689949961102,3.377487591030998,0.9168941796463985,1.7609185960348877,0,0,Activator,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Activator,
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,-1.0974178725930013,-1.259197704498373,1.0322191246999783,-2.820608009857332,1.1602001062322436,1.5614103053589587,3.9808081160895754,1.9158969903223055,2.013930658593238,0.6066161091477186,0.8632698807911968,2.995829130474419,1.1506607778020412,2.132559249683222,0.13043478260869565,0,Activator,0.966172977116944,0.9342428760017728,0.18019642709613382,0.8040759491168158,1.1602001062322436,0.130166926884957,0.3561241571154278,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Activator,
Short_nuclear_domain;WBP4_HUMAN;WW;139;29,-0.730042747891793,-0.9083399591645692,1.2691270211509835,-3.4083914788884666,1.8855741787268068,2.5000515197238973,5.293965657615273,1.8190970836921545,1.7567406314141132,0.7340194022714435,0.19640793635581472,2.9860681819600297,1.5603326950582985,2.7896602456042148,0.2608695652173913,0.125,Activator,0.9511941779353665,0.8600910874534786,0.6577861144853585,0.30942718883761833,1.8855741787268068,0.5506638986158603,1.5761469898891884,NA,NA,NA,Inf,-Inf,NA,-Inf,TRUE,FALSE,Activator,Activator,
Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,-0.6820620700848529,-0.987085519369282,1.2777706080463682,-2.3480940123006917,2.068226558057227,1.3610084929314097,4.416320570357919,2.1210053880318314,2.177844483908942,0.5469682382527508,0.9679378567836662,3.265829493679968,1.2099066271252759,2.297891636896302,0.2727272727272727,0,Activator,1.1117719273258164,1.16536810679525,0.8046221347265441,0.14856494643625462,2.068226558057227,1.0168031603589953,1.9196616116209726,NA,NA,NA,Inf,-Inf,NA,-Inf,TRUE,FALSE,Activator,Activator,
Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,-0.7980004648728537,-1.0548226595894339,0.8196296544387938,-1.526296349869448,2.22042931008585,0.47147369028001407,3.746725659955298,2.3252394632172986,2.372269664389032,0.3672504473171378,1.479577949465147,3.1788993349610655,0.8926917149238849,1.6993213854959184,0.125,0,Activator,0.9679850560507031,0.6341789023289096,1.1233741845608525,0.04934695573734948,2.22042931008585,0.5848319465915601,2.1710823543485005,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Activator,
Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,-1.5032279029271849,-1.3793668679495776,0.7339197699765904,-3.7483093164219743,-0.49302023270578593,2.3689424484723967,3.2552890837161885,1.75745585770846,1.902605036896508,0.6325896892127248,-0.26380581650168256,3.159266966928816,2.1664108533981903,3.4230727834304986,0,0.041666666666666664,Activator,NA,NA,NA,Inf,-Inf,NA,-Inf,-0.26380581650168256,-0.26380581650168256,NA,-0.26380581650168256,-0.26380581650168256,0,0,FALSE,FALSE,Non-hit,Activator,
DMD_control_tiles;ENSG00000198947;;176;,-1.172235300558768,-1.48327441202514,1.5101404768789752,-3.667172004745699,3.826674356808255,2.183897592720559,7.493846361553954,0.42318170339623545,1.091831915922777,1.942821151955674,-3.945737074138368,3.369426472510203,5.037568990061145,7.315163546648572,0.1417910447761194,0.42857142857142855,Control,1.966050750888313,2.0111457829755484,1.2019828197067013,0.08926713228608797,3.826674356808255,1.9218786506894603,3.7374072245221672,-1.7887537989282636,-1.7536840257649824,1.2021057422407786,-3.945737074138368,-0.02624189835204018,2.1920530483733858,3.919495175786328,FALSE,TRUE,Control,Control,
DMD_control_tiles;ENSG00000198947;;297;,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Control,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Control,Control,
DMD_control_tiles;ENSG00000198947;;259;,-0.7152736751156652,-0.9017718394233648,1.6649053613114868,-3.7197437762448207,3.883789474817511,2.817971936821456,7.6035332510623315,-0.17202120596549494,0.14990071252907727,1.8660323578468239,-4.225409106381129,3.377487591030998,4.375309818910206,7.602896697412127,0.288,0.6504065040650406,Control,1.4157734951280274,1.2265114160806831,1.0896571465081428,0.02333248477947813,3.883789474817511,1.2031789313012051,3.8604569900380326,-1.8634672201942746,-1.947005424745516,1.255192237188713,-4.225409106381129,-0.00532826188056423,2.278403681635613,4.220080844500565,TRUE,TRUE,Control,Control,
DMD_control_tiles;ENSG00000198947;;171;,-1.18611346385451,-1.368601732705415,1.4113850951751736,-3.5774022916755417,3.775371758163389,2.2088005589701267,7.352774049838931,0.1266133621463664,0.8324846685730091,1.8842038082545252,-4.33746638570811,3.170789015047809,5.169951054281119,7.508255400755919,0.11363636363636363,0.4962962962962963,Control,2.059703715294368,2.4551338438461854,1.2330448478282736,0.1928447824998293,3.775371758163389,2.262289061346356,3.58252697566356,-1.8342242070795391,-1.8395840216559782,0.9958201842321839,-4.33746638570811,-0.12480332940078044,2.4978823640521317,4.2126630563073295,FALSE,TRUE,Control,Control,
DMD_control_tiles;ENSG00000198947;;130;,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Control,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Control,Control,
DMD_control_tiles;ENSG00000198947;;182;,-1.5428431744782019,-1.8018296596331915,1.6056364381562986,-5.148482976986541,3.390507637498745,3.3466533173533497,8.538990614485286,NA,NA,NA,Inf,-Inf,NA,-Inf,0.14018691588785046,NA,Control,1.6056676993303705,2.0716935085713697,1.137202335289383,0.15457015957104603,3.390507637498745,1.9171233490003237,3.235937477927699,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,NA,Control,Control,
DMD_control_tiles;ENSG00000198947;;251;,-0.8893082918020213,-1.4286254630760369,1.7912924451413024,-3.818793530262072,3.8770610018894898,2.390168067186035,7.695854532151562,0.696311424679201,1.2056406174908214,2.020702045533961,-4.49850274506809,4.2277806877166055,5.704143362558911,8.726283432784696,0.23008849557522124,0.3879310344827586,Control,2.0297575429821118,2.107848863184224,1.2047189862384324,0.27038640535069314,3.8770610018894898,1.8374624578335306,3.6066745965387965,-2.044665043508917,-2.0604480943075174,1.1490668462857725,-4.49850274506809,-0.2395260028711144,2.4380546507605727,4.2589767421969755,TRUE,TRUE,Control,Control,
DMD_control_tiles;ENSG00000198947;;255;,-0.858054738058368,-1.173322954738613,1.783424121819477,-4.23914001774335,4.583201351945653,3.0658170630047366,8.822341369689003,0.24102605814824749,0.8340108059007206,1.8559309288062573,-4.141456490844635,3.191376122231471,4.9754672967453555,7.332832613076106,0.2032520325203252,0.47540983606557374,Control,1.9540795458838478,1.8160427002834152,1.3651435337514548,0.06498310542268299,4.583201351945653,1.7510595948607321,4.51821824652297,-1.9471300636861835,-1.8213334943200008,1.1611596950578105,-4.141456490844635,-0.1669366997891596,2.320122996524634,3.9745197910554753,TRUE,TRUE,Control,Control,
DMD_control_tiles;ENSG00000198947;;357;,-1.2826659019519309,-1.6258434907425012,1.461491390758241,-3.8993502285187858,3.718798374173392,2.2735067377762848,7.618148602692178,0.005198562221280287,0.3220779970627011,1.8021823648157274,-3.963548642048035,3.17200019608,4.2856266391107365,7.1355488381280345,0.1347517730496454,0.5942028985507246,Control,1.875651917322791,2.181693950304356,1.268917189290634,0.11660123994273798,3.718798374173392,2.0650927103616183,3.602197134230654,-1.7216154383017856,-1.9086945625487877,1.0983357785705987,-3.963548642048035,-0.0067430594069133,2.0548540794992474,3.9568055826411217,FALSE,TRUE,Control,Control,
DMD_control_tiles;ENSG00000198947;;131;,-0.6048455921928222,-1.2716326395189899,1.8348114963705666,-3.841155834144505,4.1007182323522,2.569523194625515,7.941874066496705,0.1903024363872078,0.5765434864279289,1.6845592430714023,-3.828358798136771,3.509664261481662,4.4049022845647,7.338023059618433,0.3208955223880597,0.5703703703703704,Control,1.719106395839036,1.4708002902379462,1.002822286061827,0.18196949020687023,4.1007182323522,1.288830800031076,3.91874874214533,-1.7023053164936108,-1.6492838012757223,1.1168966791752912,-3.828358798136771,-0.05926380395564187,2.1790749968610488,3.7690949941811294,TRUE,TRUE,Control,Control,
Random_control;;;124;,-1.234413732493654,-1.4837998687915288,1.636847928325041,-4.494143109192143,3.9827576252643904,3.010343240400614,8.476900734456533,0.36395860024048265,0.9027995748639238,1.9370036428824282,-3.996257698013809,3.06507851536986,4.899057272877733,7.061336213383669,0.12857142857142856,0.5,Control,2.2740558088460383,2.713711791069531,1.6477578325802122,0.14218664118721092,3.9827576252643904,2.57152514988232,3.8405709840771793,-1.7527667919530319,-1.8505590053986616,1.0815451362684252,-3.996257698013809,-0.08277052330270812,2.1456986926151473,3.9134871747111006,FALSE,TRUE,Control,Control,
Random_control;;;257;,NA,NA,NA,Inf,-Inf,NA,-Inf,-0.17750627337049485,-0.14446264519288068,1.6872404015750817,-4.331692803417696,2.6396126333146848,4.187230158224816,6.971305436732381,NA,0.6811594202898551,Control,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.5027098253789395,-1.2280433327749936,1.079399802567309,-4.331692803417696,-0.10642231426969424,3.1036494706427025,4.225270489148002,NA,TRUE,Control,Control,
Random_control;;;297;,-1.2198099331493546,-1.3787054101849014,1.6884188201022692,-5.4014461416765815,3.7806166371531873,4.02274073149168,9.182062778829769,0.43804665807907145,0.8348287746338362,1.8150156674834925,-4.399841448385486,2.790969947854918,5.2346702230193225,7.190811396240404,0.1323529411764706,0.4788732394366197,Control,2.4716359214505945,2.940993588548638,1.4542837798699448,0.1635314281876451,3.7806166371531873,2.777462160360993,3.617085208965542,-1.5783830092058206,-1.528513098555946,1.1186816137591948,-4.399841448385486,-0.0944783077179839,2.8713283498295405,4.305363140667502,FALSE,TRUE,Control,Control,
Random_control;;;89;,NA,NA,NA,Inf,-Inf,NA,-Inf,1.4253606138240238,1.790640407117035,1.2552804796021595,-3.9747969326931343,2.8182103207861817,5.76543733981017,6.793007253479316,NA,0.1267605633802817,Control,NA,NA,NA,Inf,-Inf,NA,-Inf,-2.2068120740329022,-2.263423308460804,1.3786681420573537,-3.9747969326931343,-0.5330260030516042,1.7113736242323303,3.44177092964153,NA,FALSE,Control,Control,
Random_control;;;372;,-1.2509371752628042,-1.4840234696250267,1.4049282771863942,-3.401335837657257,3.6605069447227128,1.9173123680322302,7.061842782379969,0.03104445545545247,0.4271689847962772,1.9988261825325988,-4.673954734678079,3.3663998518746143,5.101123719474357,8.040354586552693,0.08571428571428572,0.5352112676056338,Control,2.5195944992135244,2.8406903886509483,1.1523364887492888,0.2922212058815652,3.6605069447227128,2.548469182769383,3.3682857388411476,-1.911763116289569,-1.6172312265726505,1.2362741956113288,-4.673954734678079,-0.01345350279588808,3.0567235081054287,4.660501231882192,FALSE,TRUE,Control,Control,
Random_control;;;385;,-1.4042065821837473,-1.6034892559712612,1.5313763399445943,-3.597243534743054,3.151792775943444,1.9937542787717928,6.749036310686498,0.3255027341923882,0.7337758079332929,1.8935898689684398,-4.160111081468878,4.040250551334264,4.893886889402172,8.200361632803142,0.08955223880597014,0.5072463768115942,Control,2.7091809424670705,3.0458203077676655,0.7157017076150906,1.3079512422618225,3.151792775943444,1.737869065505843,1.8438415336816216,-1.8442658687082294,-1.4868517938405903,1.215437956318566,-4.160111081468878,-0.05909117315597428,2.673259287628288,4.101019908312904,FALSE,TRUE,Control,Control,
Random_control;;;205;,-1.3422852911318044,-1.731962652077899,1.306838271090864,-3.1902063716992486,3.652457195706356,1.4582437196213496,6.842663567405605,-0.25189730971997776,-0.06083733879553495,1.791538052333424,-3.9299823326243697,2.816490715089361,3.8691449938288347,6.746473047713731,0.11428571428571428,0.6619718309859155,Control,1.9211506151067794,1.810333022710379,1.223522027086612,0.14856494643625462,3.652457195706356,1.6617680762741245,3.5038922492701015,-1.6849218279191234,-1.6714927309813865,1.1004156195786567,-3.9299823326243697,-0.04431521029647531,2.2584896016429834,3.8856671223278942,FALSE,TRUE,Control,Control,
Random_control;;;410;,-0.7563271928690453,-1.1975185072689007,1.5292531234843254,-2.7710800767425225,3.3277696002292876,1.5735615694736218,6.09884967697181,0.35988904306082276,0.7323946168296592,1.7179553463949475,-3.4458650143005913,2.887826056658657,4.178259631130251,6.333691070959248,0.2028985507246377,0.5070422535211268,Control,1.9824339190666573,2.171188466433561,1.1073169089023784,0.10163341623592158,3.3277696002292876,2.0695550501976396,3.226136183993366,-1.4048536577960287,-1.5451926617041418,0.9002207027939219,-3.4458650143005913,-0.02895977060804191,1.9006723525964495,3.4169052436925496,TRUE,TRUE,Control,Control,
Random_control;;;411;,-0.9260056536728188,-1.4800567021668631,1.7929951869591063,-3.348323586370549,4.019757327124683,1.868266884203686,7.368080913495232,0.5094150919212236,1.0939758926124603,1.8300442264169863,-3.5269724769374777,2.8898236855933996,4.620948369549938,6.416796162530877,0.21428571428571427,0.4647887323943662,Control,2.0538455210114157,1.328687958961286,1.349967490570593,0.07218008827935046,4.019757327124683,1.2565078706819357,3.9475772388453327,-1.7354121284579156,-1.5299522404615045,1.0428143467723243,-3.5269724769374777,-0.2582121241985959,1.9970202364759733,3.268760352738882,TRUE,TRUE,Control,Control,
Random_control;;;21;,-0.9689896828189224,-1.117849549590522,1.8416943439437434,-3.608321118385773,2.0382017829251224,2.490471568795251,5.646522901310895,-0.3129899461714132,-0.11701113491362436,1.669025675529075,-3.84142943030401,2.520780726675297,3.7244182953903855,6.362210156979307,0.26666666666666666,0.6901408450704225,Control,1.3248791535454332,1.5952883561353413,0.9028289584944783,0.07073811898592797,2.0382017829251224,1.5245502371494133,1.9674636639391945,-1.5285106766225591,-1.1912594780715318,1.1594738563140805,-3.84142943030401,-0.03849697350574438,2.650169952232478,3.8029324567982656,TRUE,TRUE,Control,Control,
Silencer_tiles;ENSG00000069812;10,-1.8305716907830076,-1.9508365479185457,0.4855252266971224,-2.519536111215297,-0.28658418607039665,0.5686995632967513,2.2329519251449,-0.7093757026798544,-0.7910549392077957,0.938152347533347,-2.285164510424972,2.440433252083653,1.4941095712171764,4.725597762508626,0,0.9583333333333334,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.021838389939565,-0.8186160977845669,0.5140347663171584,-2.285164510424972,-0.28686697240820147,1.4665484126404051,1.9982975380167707,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000163602;11,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Non-hit,Repressor,
Silencer_tiles;ENSG00000130706;26,-1.3247791096391754,-1.2882522247195571,0.4057763626330338,-2.084863763737586,-0.32443880414656473,0.7966115390180288,1.7604249595910213,1.7196934942277873,1.815346853526321,0.35944375787080657,0.7437512681127131,2.2597954290428044,1.071595585413608,1.5160441609300914,0,0.041666666666666664,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Repressor,
Silencer_tiles;ENSG00000102974;12,-2.167262462415002,-2.1202821050104452,0.5489083880245551,-3.2871063272514274,-1.4286254630760369,1.1668242222409821,1.8584808641753905,-2.1961367036916286,-2.3950427608020535,1.0508631179560708,-3.797870179039085,1.8967507763927416,1.4028274182370315,5.694620955431827,0,0.9583333333333334,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-2.3740883332605143,-2.42409265423022,0.5999674919335091,-3.797870179039085,-0.9648403877932132,1.3737775248088648,2.8330297912458717,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000179833;22,2.932315587033915,2.9795899566834105,0.6470406912707032,1.810333022710379,3.8770610018894898,1.1692569339730314,2.0667279791791104,0.3294829550560961,0.35320868218544144,0.6751514217383985,-0.8880009329664031,2.0319005033300095,1.2412096151518446,2.9199014362964126,1,0.8333333333333334,Repressor,2.932315587033915,2.9795899566834105,0.6470406912707032,1.810333022710379,3.8770610018894898,1.1692569339730314,2.0667279791791104,-0.4164904443886911,-0.46703961817487893,0.2909085665242502,-0.8880009329664031,-0.0922045117561935,0.4209613147915242,0.7957964212102097,TRUE,TRUE,Dual,Repressor,
Silencer_tiles;ENSG00000174197;238,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Non-hit,Repressor,
Silencer_tiles;ENSG00000084093;101,-1.925594108867296,-2.040068560705867,0.44115603401813197,-2.6438556726985207,-0.9689301817679152,0.6037871119926539,1.6749254909306055,-1.57318970733404,-1.5159392096008568,0.7017218199848535,-2.787698548932652,0.2404575987450323,1.2717593393317952,3.0281561476776844,0,1,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.6595538647663768,-1.541704622893635,0.587142788986765,-2.787698548932652,-0.22336439649767115,1.245993926039017,2.5643341524349808,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000061273;33,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Non-hit,Repressor,
Silencer_tiles;ENSG00000168769;132,-1.6079406124502542,-1.563447567806509,0.4178101790921079,-2.626048517065048,-0.9017718394233648,1.062600949258539,1.7242766776416834,2.0699353190962384,2.0386006742492504,0.4848069057693282,1.1315564453280342,3.191376122231471,0.9070442289212162,2.059819676903437,0,0,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Repressor,
Silencer_tiles;ENSG00000025156;13,-2.4905543813918247,-2.4879891663372904,0.83571845372619,-5.148482976986541,-1.1575917218912464,2.6604938106492506,3.9908912550952946,-2.0416815925714085,-2.1065850638294346,1.2743707762022218,-3.774640868125873,2.1011190911450432,1.6680558042964386,5.875759959270916,0,0.9565217391304348,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-2.2299907145585203,-2.1972546196553258,0.9202881171759878,-3.774640868125873,-1.0036974198421862,1.5773862484705474,2.770943448283687,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000076108;118,-1.7865439447488194,-1.7797170996222758,0.39885382115679924,-2.5996767743829627,-0.7570583111539674,0.819959674760687,1.8426184632289955,-1.5935886506754007,-1.7597752112595502,0.8969012002618624,-2.585903718138586,2.022123298969919,0.8261285068790358,4.608027017108505,0,0.9583333333333334,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.7507935180512841,-1.7605439288928575,0.4700169305168962,-2.585903718138586,-0.4194880562468326,0.8253597892457285,2.1664156618917536,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000085224;242,-1.6318092322698519,-1.555530832526607,0.600808626414101,-3.415902487634201,-0.44542322486035224,1.860371655107594,2.970479262773849,1.8909084680961055,1.8777412598453265,0.5419374279265909,0.9230472996911958,3.101038661020404,0.9546939601541307,2.1779913613292083,0,0,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Repressor,
Silencer_tiles;ENSG00000141644;47,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Non-hit,Repressor,
Silencer_tiles;ENSG00000155090;12,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Non-hit,Repressor,
Silencer_tiles;ENSG00000170604;0,-2.0692879251478735,-2.0486889839808438,0.30235740446478726,-2.560490209824972,-1.3697304270813568,0.5118012258441285,1.1907597827436154,-1.0956991530148013,-1.162358722589616,0.9219061483146451,-2.24625825413023,1.5410334635715168,1.083899531540614,3.7872917177017467,0,0.9583333333333334,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.3647323991356322,-1.3996460599432066,0.5714016160061197,-2.24625825413023,-0.34446485616108713,0.8466121941870233,1.9017933979691426,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000111642;38,-2.1255350686005565,-2.087448894908562,0.6633027693757009,-3.6120131497869896,-0.7698022984221528,1.5245642548784275,2.842210851364837,-2.1822696525153993,-2.307035288946272,1.0078582036995503,-3.4286294903220935,1.262058463638136,1.1215942013758213,4.6906879539602295,0,0.9583333333333334,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-2.332023048869901,-2.350632050734341,0.7065827380718375,-3.4286294903220935,-0.6485128957808124,1.0779974395877527,2.780116594541281,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000188779;4,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,Non-hit,Repressor,
Silencer_tiles;ENSG00000127124;78,-1.9864347414784413,-1.943873837032098,1.0699116245461036,-3.597243534743054,-0.09679609544631523,1.653369697710956,3.500447439296739,-1.5145813414970661,-1.6724548194142923,0.9846107574395103,-2.574401053078054,1.7890610999039045,0.9019462336637616,4.363462152981958,0,0.9411764705882353,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.7210589940846266,-1.6793154524973608,0.5108914941377685,-2.574401053078054,-0.7672532655860291,0.8950856005806931,1.8071477874920248,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000102098;62,-1.9596148892961496,-2.064864640532502,0.5965252161329818,-2.9583109096146436,-0.8268776076875051,0.8934462690821414,2.1314333019271388,-0.6713404891381141,-0.9036315275671132,1.6629314745446566,-3.467965933830625,3.509664261481662,2.5643344062635114,6.977630195312287,0,0.9,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,-1.3857654186662427,-1.149567041639023,1.0642414120956956,-3.467965933830625,-0.19562490288855305,2.3183988921916017,3.272341030942072,FALSE,TRUE,Repressor,Repressor,
Silencer_tiles;ENSG00000205571;13,-1.461043795999552,-1.4005324750803299,0.7122027020993101,-2.930045748346796,-0.18993772358946356,1.529513273266466,2.7401080247573324,2.4469358616347936,2.405031294608415,0.7130220143665903,1.3957234610865377,4.2277806877166055,1.0093078335218775,2.832057226630068,0,0,Repressor,NA,NA,NA,Inf,-Inf,NA,-Inf,NA,NA,NA,Inf,-Inf,NA,-Inf,FALSE,FALSE,Non-hit,Repressor,
