hit_gene,control,ctrl_character,order,day,hit_score,avg_pair_enrichment
ABL1,DMD_control_tiles;ENSG00000198947;;259;,NucDom Act,C-H,5,1.8874183363328272,2.930345314151642
ABL1,DMD_control_tiles;ENSG00000198947;;259;,NucDom Act,C-H,10,0.6173506211712967,0.842687271941798
ABL1,DMD_control_tiles;ENSG00000198947;;297;,NucDom Act,C-H,2,-1.1027223445843624,-1.3824630056169802
ABL1,DMD_control_tiles;ENSG00000198947;;297;,NucDom Act,C-H,5,1.8874183363328272,1.5215281639017195
ABL1,DMD_control_tiles;ENSG00000198947;;297;,NucDom Act,C-H,10,0.6173506211712967,0.3898648875720531
ABL1,DMD_control_tiles;ENSG00000198947;;297;,NucDom Act,H-C,2,-1.1027223445843624,-1.5477904633763502
ABL1,DMD_control_tiles;ENSG00000198947;;297;,NucDom Act,H-C,5,1.8874183363328272,0.9888683286481696
ABL1,DMD_control_tiles;ENSG00000198947;;297;,NucDom Act,H-C,10,0.6173506211712967,-0.294520742487682
ABL1,DMD_control_tiles;ENSG00000198947;;357;,NucDom Act,H-C,2,-1.1027223445843624,-1.4007637868660314
ABL1,DMD_control_tiles;ENSG00000198947;;357;,NucDom Act,H-C,5,1.8874183363328272,2.311390509005797
ABL1,DMD_control_tiles;ENSG00000198947;;357;,NucDom Act,H-C,10,0.6173506211712967,0.5574355912101188
ABL1,DMD_control_tiles;ENSG00000198947;;357;,NucDom Act,C-H,2,-1.1027223445843624,-1.259197704498373
ABL1,DMD_control_tiles;ENSG00000198947;;357;,NucDom Act,C-H,5,1.8874183363328272,2.262316789176237
ABL1,DMD_control_tiles;ENSG00000198947;;357;,NucDom Act,C-H,10,0.6173506211712967,-0.17749611286802863
ABL1,Random_control;;;124;,NucDom Act,H-C,2,-1.1027223445843624,-0.9629966275690728
ABL1,Random_control;;;124;,NucDom Act,H-C,5,1.8874183363328272,2.092247543091066
ABL1,Random_control;;;124;,NucDom Act,H-C,10,0.6173506211712967,0.6915684339272146
ABL1,Random_control;;;124;,NucDom Act,C-H,2,-1.1027223445843624,-1.2682468671403804
ABL1,Random_control;;;124;,NucDom Act,C-H,5,1.8874183363328272,1.828771657026734
ABL1,Random_control;;;124;,NucDom Act,C-H,10,0.6173506211712967,0.7947046112469277
ABL1,Random_control;;;205;,NucDom Act,H-C,2,-1.1027223445843624,-1.356948907976883
ABL1,Random_control;;;205;,NucDom Act,H-C,5,1.8874183363328272,1.0228173695122265
ABL1,Random_control;;;205;,NucDom Act,H-C,10,0.6173506211712967,0.30008086689040453
ABL1,Random_control;;;205;,NucDom Act,C-H,2,-1.1027223445843624,-1.5928345792828322
ABL1,Random_control;;;205;,NucDom Act,C-H,5,1.8874183363328272,1.2735848220500094
ABL1,Random_control;;;205;,NucDom Act,C-H,10,0.6173506211712967,0.1607163464728627
ABL1,Random_control;;;21;,NucDom Act,H-C,2,-1.1027223445843624,-1.009883200159595
ABL1,Random_control;;;21;,NucDom Act,H-C,5,1.8874183363328272,1.022236526619823
ABL1,Random_control;;;21;,NucDom Act,H-C,10,0.6173506211712967,0.18331575878298703
ABL1,Random_control;;;21;,NucDom Act,C-H,2,-1.1027223445843624,-2.820608009857332
ABL1,Random_control;;;21;,NucDom Act,C-H,5,1.8874183363328272,NA
ABL1,Random_control;;;21;,NucDom Act,C-H,10,0.6173506211712967,1.0665040832495274
ABL1,Random_control;;;257;,NucDom Act,C-H,2,-1.1027223445843624,-1.5625037835690678
ABL1,Random_control;;;257;,NucDom Act,C-H,5,1.8874183363328272,1.2962819331470947
ABL1,Random_control;;;257;,NucDom Act,C-H,10,0.6173506211712967,0.18316332677835095
ABL1,Random_control;;;257;,NucDom Act,H-C,2,-1.1027223445843624,-1.3669032769371898
ABL1,Random_control;;;257;,NucDom Act,H-C,5,1.8874183363328272,1.4056544307529608
ABL1,Random_control;;;257;,NucDom Act,H-C,10,0.6173506211712967,0.3654808588305633
ABL1,Random_control;;;297;,NucDom Act,H-C,2,-1.1027223445843624,-0.765780950602666
ABL1,Random_control;;;297;,NucDom Act,H-C,5,1.8874183363328272,2.388499147105767
ABL1,Random_control;;;297;,NucDom Act,H-C,10,0.6173506211712967,0.1114898462941564
ABL1,Random_control;;;297;,NucDom Act,C-H,2,-1.1027223445843624,-1.2395079583381388
ABL1,Random_control;;;297;,NucDom Act,C-H,5,1.8874183363328272,2.1332408497633457
ABL1,Random_control;;;297;,NucDom Act,C-H,10,0.6173506211712967,0.6142355020751646
ABL1,Random_control;;;372;,NucDom Act,H-C,2,-1.1027223445843624,-1.5600247793816744
ABL1,Random_control;;;372;,NucDom Act,H-C,5,1.8874183363328272,2.173850525944298
ABL1,Random_control;;;372;,NucDom Act,H-C,10,0.6173506211712967,0.37130959568052
ABL1,Random_control;;;372;,NucDom Act,C-H,2,-1.1027223445843624,-1.0095943279296646
ABL1,Random_control;;;372;,NucDom Act,C-H,5,1.8874183363328272,2.063435812139293
ABL1,Random_control;;;372;,NucDom Act,C-H,10,0.6173506211712967,0.209845602763304
ABL1,Random_control;;;385;,NucDom Act,H-C,2,-1.1027223445843624,-0.993865327249995
ABL1,Random_control;;;385;,NucDom Act,H-C,5,1.8874183363328272,1.764020081536488
ABL1,Random_control;;;385;,NucDom Act,H-C,10,0.6173506211712967,0.9380033310757356
ABL1,Random_control;;;385;,NucDom Act,C-H,2,-1.1027223445843624,-1.6034892559712612
ABL1,Random_control;;;385;,NucDom Act,C-H,5,1.8874183363328272,2.40067902100527
ABL1,Random_control;;;385;,NucDom Act,C-H,10,0.6173506211712967,2.698543600647331
ABL1,Random_control;;;410;,NucDom Act,C-H,2,-1.1027223445843624,-1.2172606676443205
ABL1,Random_control;;;410;,NucDom Act,C-H,5,1.8874183363328272,1.661019884121649
ABL1,Random_control;;;410;,NucDom Act,C-H,10,0.6173506211712967,0.6360611297534047
ABL1,Random_control;;;410;,NucDom Act,H-C,2,-1.1027223445843624,-1.1882456825509091
ABL1,Random_control;;;410;,NucDom Act,H-C,5,1.8874183363328272,2.045451576137096
ABL1,Random_control;;;410;,NucDom Act,H-C,10,0.6173506211712967,0.34157196146418456
ABL1,Random_control;;;411;,NucDom Act,C-H,2,-1.1027223445843624,-0.7214188728729618
ABL1,Random_control;;;411;,NucDom Act,C-H,5,1.8874183363328272,1.7891280824300864
ABL1,Random_control;;;411;,NucDom Act,C-H,10,0.6173506211712967,0.8707860952412245
ABL1,Random_control;;;411;,NucDom Act,H-C,2,-1.1027223445843624,-1.129560402162841
ABL1,Random_control;;;411;,NucDom Act,H-C,5,1.8874183363328272,1.9824097410493795
ABL1,Random_control;;;411;,NucDom Act,H-C,10,0.6173506211712967,0.93472568012996
ABL1,Random_control;;;89;,NucDom Act,H-C,2,-1.1027223445843624,-0.8784945455320974
ABL1,Random_control;;;89;,NucDom Act,H-C,5,1.8874183363328272,1.4589750831861323
ABL1,Random_control;;;89;,NucDom Act,H-C,10,0.6173506211712967,0.92839393159464
ABL1,Random_control;;;89;,NucDom Act,C-H,2,-1.1027223445843624,-0.4641638900766178
ABL1,Random_control;;;89;,NucDom Act,C-H,5,1.8874183363328272,1.524378015533471
ABL1,Random_control;;;89;,NucDom Act,C-H,10,0.6173506211712967,0.49804470455950023
ADRM1,DMD_control_tiles;ENSG00000198947;;130;,SilTile Repr,H-C,2,-1.1975148500632335,-0.8251855689526348
ADRM1,DMD_control_tiles;ENSG00000198947;;130;,SilTile Repr,H-C,5,1.6268561678665,1.7787795181212815
ADRM1,DMD_control_tiles;ENSG00000198947;;130;,SilTile Repr,H-C,10,0.14001116053950863,0.19271531343403084
ADRM1,DMD_control_tiles;ENSG00000198947;;130;,SilTile Repr,C-H,2,-1.1975148500632335,-1.8785411281329707
ADRM1,DMD_control_tiles;ENSG00000198947;;130;,SilTile Repr,C-H,5,1.6268561678665,0.8373530745740482
ADRM1,DMD_control_tiles;ENSG00000198947;;130;,SilTile Repr,C-H,10,0.14001116053950863,-0.8756356134167874
ADRM1,DMD_control_tiles;ENSG00000198947;;131;,SilTile Repr,H-C,2,-1.1975148500632335,-1.1162740253388377
ADRM1,DMD_control_tiles;ENSG00000198947;;131;,SilTile Repr,H-C,5,1.6268561678665,1.7143518508778584
ADRM1,DMD_control_tiles;ENSG00000198947;;131;,SilTile Repr,H-C,10,0.14001116053950863,0.01400435721632151
ADRM1,DMD_control_tiles;ENSG00000198947;;131;,SilTile Repr,C-H,2,-1.1975148500632335,-1.5359936652742252
ADRM1,DMD_control_tiles;ENSG00000198947;;131;,SilTile Repr,C-H,5,1.6268561678665,1.3696422939553743
ADRM1,DMD_control_tiles;ENSG00000198947;;131;,SilTile Repr,C-H,10,0.14001116053950863,0.08551290785767057
ADRM1,DMD_control_tiles;ENSG00000198947;;171;,SilTile Repr,H-C,2,-1.1975148500632335,-1.3405395896061256
ADRM1,DMD_control_tiles;ENSG00000198947;;171;,SilTile Repr,H-C,5,1.6268561678665,2.113007002354979
ADRM1,DMD_control_tiles;ENSG00000198947;;171;,SilTile Repr,H-C,10,0.14001116053950863,0.03956599415104663
ADRM1,DMD_control_tiles;ENSG00000198947;;171;,SilTile Repr,C-H,2,-1.1975148500632335,-1.314941374243627
ADRM1,DMD_control_tiles;ENSG00000198947;;171;,SilTile Repr,C-H,5,1.6268561678665,0.7437512681127131
ADRM1,DMD_control_tiles;ENSG00000198947;;171;,SilTile Repr,C-H,10,0.14001116053950863,-0.47162671764585146
ADRM1,DMD_control_tiles;ENSG00000198947;;176;,SilTile Repr,H-C,2,-1.1975148500632335,-1.338379193366432
ADRM1,DMD_control_tiles;ENSG00000198947;;176;,SilTile Repr,H-C,5,1.6268561678665,2.134406340837395
ADRM1,DMD_control_tiles;ENSG00000198947;;176;,SilTile Repr,H-C,10,0.14001116053950863,0.0720916036127551
ADRM1,DMD_control_tiles;ENSG00000198947;;176;,SilTile Repr,C-H,2,-1.1975148500632335,-1.155282220699347
ADRM1,DMD_control_tiles;ENSG00000198947;;176;,SilTile Repr,C-H,5,1.6268561678665,1.8035771896621833
ADRM1,DMD_control_tiles;ENSG00000198947;;176;,SilTile Repr,C-H,10,0.14001116053950863,0.07248876875916
ADRM1,DMD_control_tiles;ENSG00000198947;;182;,SilTile Repr,H-C,2,-1.1975148500632335,-1.3105683900502234
ADRM1,DMD_control_tiles;ENSG00000198947;;182;,SilTile Repr,H-C,5,1.6268561678665,2.188464487701017
ADRM1,DMD_control_tiles;ENSG00000198947;;182;,SilTile Repr,H-C,10,0.14001116053950863,0.6019683741972565
ADRM1,DMD_control_tiles;ENSG00000198947;;182;,SilTile Repr,C-H,2,-1.1975148500632335,-1.962773966706183
ADRM1,DMD_control_tiles;ENSG00000198947;;182;,SilTile Repr,C-H,5,1.6268561678665,1.9007505101431037
ADRM1,DMD_control_tiles;ENSG00000198947;;182;,SilTile Repr,C-H,10,0.14001116053950863,-0.06413751201691989
ADRM1,DMD_control_tiles;ENSG00000198947;;251;,SilTile Repr,H-C,2,-1.1975148500632335,-1.4275421867958509
ADRM1,DMD_control_tiles;ENSG00000198947;;251;,SilTile Repr,H-C,5,1.6268561678665,2.2597954290428044
ADRM1,DMD_control_tiles;ENSG00000198947;;251;,SilTile Repr,H-C,10,0.14001116053950863,0.6067646268573799
ADRM1,DMD_control_tiles;ENSG00000198947;;251;,SilTile Repr,C-H,2,-1.1975148500632335,-2.084863763737586
ADRM1,DMD_control_tiles;ENSG00000198947;;251;,SilTile Repr,C-H,5,1.6268561678665,1.8461147020905064
ADRM1,DMD_control_tiles;ENSG00000198947;;251;,SilTile Repr,C-H,10,0.14001116053950863,0.16635008662390538
ADRM1,DMD_control_tiles;ENSG00000198947;;255;,SilTile Repr,H-C,2,-1.1975148500632335,-0.32443880414656473
ADRM1,DMD_control_tiles;ENSG00000198947;;255;,SilTile Repr,H-C,5,1.6268561678665,1.296323155092692
ADRM1,DMD_control_tiles;ENSG00000198947;;255;,SilTile Repr,H-C,10,0.14001116053950863,0.7458517450026829
ADRM1,DMD_control_tiles;ENSG00000198947;;255;,SilTile Repr,C-H,2,-1.1975148500632335,-1.785787126266977
ADRM1,DMD_control_tiles;ENSG00000198947;;255;,SilTile Repr,C-H,5,1.6268561678665,1.564846646768053
ADRM1,DMD_control_tiles;ENSG00000198947;;255;,SilTile Repr,C-H,10,0.14001116053950863,0.1471478947714057
ADRM1,DMD_control_tiles;ENSG00000198947;;259;,SilTile Repr,C-H,2,-1.1975148500632335,-1.855492802986326
ADRM1,DMD_control_tiles;ENSG00000198947;;259;,SilTile Repr,C-H,5,1.6268561678665,1.523619877241175
ADRM1,DMD_control_tiles;ENSG00000198947;;259;,SilTile Repr,C-H,10,0.14001116053950863,0.07412633365687721
ADRM1,DMD_control_tiles;ENSG00000198947;;259;,SilTile Repr,H-C,2,-1.1975148500632335,-0.6575795188806746
ADRM1,DMD_control_tiles;ENSG00000198947;;259;,SilTile Repr,H-C,5,1.6268561678665,1.1768974184628274
ADRM1,DMD_control_tiles;ENSG00000198947;;259;,SilTile Repr,H-C,10,0.14001116053950863,1.0313279726031892
ADRM1,DMD_control_tiles;ENSG00000198947;;297;,SilTile Repr,H-C,2,-1.1975148500632335,-0.7451592032958487
ADRM1,DMD_control_tiles;ENSG00000198947;;297;,SilTile Repr,H-C,5,1.6268561678665,1.44379172027334
ADRM1,DMD_control_tiles;ENSG00000198947;;297;,SilTile Repr,H-C,10,0.14001116053950863,0.07976226947523624
ADRM1,DMD_control_tiles;ENSG00000198947;;297;,SilTile Repr,C-H,2,-1.1975148500632335,-1.2040158756093546
ADRM1,DMD_control_tiles;ENSG00000198947;;297;,SilTile Repr,C-H,5,1.6268561678665,1.387323843994201
ADRM1,DMD_control_tiles;ENSG00000198947;;297;,SilTile Repr,C-H,10,0.14001116053950863,0.01525469368408966
ADRM1,DMD_control_tiles;ENSG00000198947;;357;,SilTile Repr,C-H,2,-1.1975148500632335,-1.025135962442589
ADRM1,DMD_control_tiles;ENSG00000198947;;357;,SilTile Repr,C-H,5,1.6268561678665,1.3101957090764451
ADRM1,DMD_control_tiles;ENSG00000198947;;357;,SilTile Repr,C-H,10,0.14001116053950863,-0.2201889368732313
ADRM1,DMD_control_tiles;ENSG00000198947;;357;,SilTile Repr,H-C,2,-1.1975148500632335,-1.2156522051721066
ADRM1,DMD_control_tiles;ENSG00000198947;;357;,SilTile Repr,H-C,5,1.6268561678665,1.975627876140112
ADRM1,DMD_control_tiles;ENSG00000198947;;357;,SilTile Repr,H-C,10,0.14001116053950863,0.4425179933225369
ADRM1,Random_control;;;124;,SilTile Repr,C-H,2,-1.1975148500632335,-1.2117018266066095
ADRM1,Random_control;;;124;,SilTile Repr,C-H,5,1.6268561678665,1.2849818661886734
ADRM1,Random_control;;;124;,SilTile Repr,C-H,10,0.14001116053950863,-0.2614459350931547
ADRM1,Random_control;;;124;,SilTile Repr,H-C,2,-1.1975148500632335,-0.8377603379694287
ADRM1,Random_control;;;124;,SilTile Repr,H-C,5,1.6268561678665,1.8398920924331303
ADRM1,Random_control;;;124;,SilTile Repr,H-C,10,0.14001116053950863,0.3835921787797808
ADRM1,Random_control;;;205;,SilTile Repr,C-H,2,-1.1975148500632335,-1.226051617243779
ADRM1,Random_control;;;205;,SilTile Repr,C-H,5,1.6268561678665,1.345693483296773
ADRM1,Random_control;;;205;,SilTile Repr,C-H,10,0.14001116053950863,-0.347418373681853
ADRM1,Random_control;;;205;,SilTile Repr,H-C,2,-1.1975148500632335,-0.902099224965113
ADRM1,Random_control;;;205;,SilTile Repr,H-C,5,1.6268561678665,1.9552664387112408
ADRM1,Random_control;;;205;,SilTile Repr,H-C,10,0.14001116053950863,0.29756966030411125
ADRM1,Random_control;;;21;,SilTile Repr,H-C,2,-1.1975148500632335,-0.8385188384419751
ADRM1,Random_control;;;21;,SilTile Repr,H-C,5,1.6268561678665,1.827116517390459
ADRM1,Random_control;;;21;,SilTile Repr,H-C,10,0.14001116053950863,0.6160498513392314
ADRM1,Random_control;;;21;,SilTile Repr,C-H,2,-1.1975148500632335,-1.9433753951799864
ADRM1,Random_control;;;21;,SilTile Repr,C-H,5,1.6268561678665,NA
ADRM1,Random_control;;;21;,SilTile Repr,C-H,10,0.14001116053950863,NA
ADRM1,Random_control;;;257;,SilTile Repr,C-H,2,-1.1975148500632335,-0.9817073546270484
ADRM1,Random_control;;;257;,SilTile Repr,C-H,5,1.6268561678665,1.3047333329400763
ADRM1,Random_control;;;257;,SilTile Repr,C-H,10,0.14001116053950863,-0.15831376813301273
ADRM1,Random_control;;;257;,SilTile Repr,H-C,2,-1.1975148500632335,-0.60494106983952
ADRM1,Random_control;;;257;,SilTile Repr,H-C,5,1.6268561678665,1.6118554027235192
ADRM1,Random_control;;;257;,SilTile Repr,H-C,10,0.14001116053950863,-0.14123706544087505
ADRM1,Random_control;;;297;,SilTile Repr,H-C,2,-1.1975148500632335,-1.2024872394822363
ADRM1,Random_control;;;297;,SilTile Repr,H-C,5,1.6268561678665,2.0586545267478766
ADRM1,Random_control;;;297;,SilTile Repr,H-C,10,0.14001116053950863,0.44284500276138433
ADRM1,Random_control;;;297;,SilTile Repr,C-H,2,-1.1975148500632335,-1.1837319072374128
ADRM1,Random_control;;;297;,SilTile Repr,C-H,5,1.6268561678665,1.7102763778966543
ADRM1,Random_control;;;297;,SilTile Repr,C-H,10,0.14001116053950863,-0.3956056471704227
ADRM1,Random_control;;;372;,SilTile Repr,H-C,2,-1.1975148500632335,-0.6756084556325055
ADRM1,Random_control;;;372;,SilTile Repr,H-C,5,1.6268561678665,2.112842554460434
ADRM1,Random_control;;;372;,SilTile Repr,H-C,10,0.14001116053950863,0.7110387744942478
ADRM1,Random_control;;;372;,SilTile Repr,C-H,2,-1.1975148500632335,-1.2659360593888906
ADRM1,Random_control;;;372;,SilTile Repr,C-H,5,1.6268561678665,1.6133095828604715
ADRM1,Random_control;;;372;,SilTile Repr,C-H,10,0.14001116053950863,-0.15403623261996913
ADRM1,Random_control;;;385;,SilTile Repr,H-C,2,-1.1975148500632335,-0.6331569524267453
ADRM1,Random_control;;;385;,SilTile Repr,H-C,5,1.6268561678665,1.7024521691293502
ADRM1,Random_control;;;385;,SilTile Repr,H-C,10,0.14001116053950863,-0.04393808575456584
ADRM1,Random_control;;;385;,SilTile Repr,C-H,2,-1.1975148500632335,-1.4362646791389748
ADRM1,Random_control;;;385;,SilTile Repr,C-H,5,1.6268561678665,1.6196322487957513
ADRM1,Random_control;;;385;,SilTile Repr,C-H,10,0.14001116053950863,1.1779186789930505
ADRM1,Random_control;;;410;,SilTile Repr,C-H,2,-1.1975148500632335,-0.9215291253032432
ADRM1,Random_control;;;410;,SilTile Repr,C-H,5,1.6268561678665,1.3718786180167386
ADRM1,Random_control;;;410;,SilTile Repr,C-H,10,0.14001116053950863,-0.23314083347281536
ADRM1,Random_control;;;410;,SilTile Repr,H-C,2,-1.1975148500632335,-1.0812789636704183
ADRM1,Random_control;;;410;,SilTile Repr,H-C,5,1.6268561678665,1.945779946386481
ADRM1,Random_control;;;410;,SilTile Repr,H-C,10,0.14001116053950863,0.7054936323487939
ADRM1,Random_control;;;411;,SilTile Repr,C-H,2,-1.1975148500632335,-1.1548632255276383
ADRM1,Random_control;;;411;,SilTile Repr,C-H,5,1.6268561678665,1.3775396443920576
ADRM1,Random_control;;;411;,SilTile Repr,C-H,10,0.14001116053950863,-0.1148153754839938
ADRM1,Random_control;;;411;,SilTile Repr,H-C,2,-1.1975148500632335,-1.2056739332591715
ADRM1,Random_control;;;411;,SilTile Repr,H-C,5,1.6268561678665,1.880794040741543
ADRM1,Random_control;;;411;,SilTile Repr,H-C,10,0.14001116053950863,0.2645001616128687
ADRM1,Random_control;;;89;,SilTile Repr,C-H,2,-1.1975148500632335,-1.3561374244933182
ADRM1,Random_control;;;89;,SilTile Repr,C-H,5,1.6268561678665,1.010238376132413
ADRM1,Random_control;;;89;,SilTile Repr,C-H,10,0.14001116053950863,-0.34620304412857267
ADRM1,Random_control;;;89;,SilTile Repr,H-C,2,-1.1975148500632335,-1.1336238003908434
ADRM1,Random_control;;;89;,SilTile Repr,H-C,5,1.6268561678665,1.505833413027744
ADRM1,Random_control;;;89;,SilTile Repr,H-C,10,0.14001116053950863,0.30171952611384856
ANM2,DMD_control_tiles;ENSG00000198947;;130;,NucDom Act,C-H,2,-0.14824917308318,-0.10530268390704885
ANM2,DMD_control_tiles;ENSG00000198947;;130;,NucDom Act,C-H,5,1.8878576103830615,1.2152061094472608
ANM2,DMD_control_tiles;ENSG00000198947;;130;,NucDom Act,C-H,10,0.641177063947034,0.9845662495807156
ANM2,DMD_control_tiles;ENSG00000198947;;130;,NucDom Act,H-C,2,-0.14824917308318,-1.4202790115571489
ANM2,DMD_control_tiles;ENSG00000198947;;130;,NucDom Act,H-C,5,1.8878576103830615,2.137815361338786
ANM2,DMD_control_tiles;ENSG00000198947;;130;,NucDom Act,H-C,10,0.641177063947034,0.49512846014461315
ANM2,DMD_control_tiles;ENSG00000198947;;131;,NucDom Act,C-H,2,-0.14824917308318,4.1007182323522
ANM2,DMD_control_tiles;ENSG00000198947;;131;,NucDom Act,C-H,5,1.8878576103830615,1.5233814926025624
ANM2,DMD_control_tiles;ENSG00000198947;;131;,NucDom Act,C-H,10,0.641177063947034,0.8958728714517752
ANM2,DMD_control_tiles;ENSG00000198947;;131;,NucDom Act,H-C,2,-0.14824917308318,2.6966764058169126
ANM2,DMD_control_tiles;ENSG00000198947;;131;,NucDom Act,H-C,5,1.8878576103830615,1.977928620340308
ANM2,DMD_control_tiles;ENSG00000198947;;131;,NucDom Act,H-C,10,0.641177063947034,1.1650558178779649
ANM2,DMD_control_tiles;ENSG00000198947;;171;,NucDom Act,H-C,2,-0.14824917308318,-0.4214379874997655
ANM2,DMD_control_tiles;ENSG00000198947;;171;,NucDom Act,H-C,5,1.8878576103830615,1.4987106192082251
ANM2,DMD_control_tiles;ENSG00000198947;;171;,NucDom Act,H-C,10,0.641177063947034,0.03933522822975818
ANM2,DMD_control_tiles;ENSG00000198947;;171;,NucDom Act,C-H,2,-0.14824917308318,0.3719360686055594
ANM2,DMD_control_tiles;ENSG00000198947;;171;,NucDom Act,C-H,5,1.8878576103830615,0.6228924358781351
